,SubDivName,medianPrSqFt_2000,medianHage_2000,medianHPrice_2000,medianPrSqFt_2005,medianHage_2005,medianHPrice_2005,medianPrSqFt_2010,medianHage_2010,medianHPrice_2010,medianPrSqFt_2015,medianHage_2015,medianHPrice_2015,medianPrSqFt_2020,medianHage_2020,medianHPrice_2020,subDivAge_2000,subDivAge_2005,subDivAge_2010,subDivAge_2015,subDivAge_2020
819,WEST GROVE,84.5,48.0,110143.0,80.0,51.0,116032.0,126.42299999999999,56.0,176882.0,114.0,61.0,159678.0,152.5,65.5,210451.5,50.0,55.0,60.0,65.0,70.0
820,WEST LAKE TOWNHOMES,111.0,2.0,226802.0,111.0,7.0,226802.0,187.517,12.0,383659.0,214.0,17.0,436912.0,241.0,22.0,494072.0,2.0,7.0,12.0,17.0,22.0
821,WEST OAK TOWNHOMES,125.0,15.0,147933.5,125.0,20.0,147933.5,169.6905,25.0,199292.0,197.0,30.0,238227.0,238.5,35.0,288757.0,15.0,20.0,25.0,30.0,35.0
822,WEST SIDE,71.0,17.0,153590.0,72.0,22.0,154634.0,90.9005,27.0,197708.0,91.0,32.0,208976.0,122.5,37.0,278249.5,20.0,25.0,30.0,35.0,40.0
823,WESTAVIA,96.0,11.0,137945.0,96.0,16.5,137945.0,113.499,21.5,164110.5,129.0,26.5,186554.0,157.5,31.5,229895.5,13.0,18.0,23.0,28.0,33.0
824,WESTBOROUGH,92.0,2.0,129191.0,92.0,6.0,131250.0,133.97899999999998,10.0,190117.0,150.0,15.0,212040.0,195.0,20.0,276222.0,4.0,9.0,14.0,19.0,24.0
825,WESTBROOK NORTH,91.0,14.0,162176.0,void,19.0,162471.0,131.14700000000002,24.0,238224.0,138.0,29.0,254943.0,159.0,34.0,291021.0,15.0,20.0,25.0,30.0,35.0
826,WESTCHESTER,114.0,34.0,269665.5,112.0,39.0,268872.0,186.95,44.0,499776.0,191.0,49.0,526296.0,212.0,54.0,581589.5,37.0,42.0,47.0,52.0,57.0
827,WESTERN PARK,80.0,50.0,113852.0,72.0,55.0,114570.0,118.285,59.0,177708.0,112.0,62.0,200656.0,173.0,4.0,379724.0,void,void,void,void,void
828,WESTERN PARK,80.0,50.0,113852.0,72.0,55.0,114570.0,118.285,59.0,177708.0,112.0,62.0,200656.0,173.0,4.0,379724.0,58.0,63.0,68.0,73.0,78.0
829,WESTLAKE AT COUNTRY TRAIL II,void,void,2076000.0,void,void,2062875.0,void,void,void,void,void,void,179.5,4.0,595396.0,void,void,void,void,void
830,WESTLAKE COMMONS,110.0,2.0,306276.0,110.0,6.0,317046.0,154.107,11.0,447111.5,167.0,16.0,490594.5,145.0,21.0,424077.0,3.0,8.0,13.0,18.0,23.0
831,WESTLAKE VILLAGE,90.5,14.0,164410.0,90.0,19.0,166788.0,128.584,24.0,241501.0,130.0,29.0,253033.5,157.0,34.0,305209.5,15.0,20.0,25.0,30.0,35.0
832,WESTLAKE VILLAGE II,95.0,10.0,241721.0,94.0,15.0,242623.0,135.901,20.0,356892.0,138.0,25.0,363368.0,151.0,30.0,404737.5,11.0,16.0,21.0,26.0,31.0
833,WESTOVER,83.5,54.0,86095.5,81.5,59.0,86747.0,121.351,64.0,136280.5,141.0,69.0,161407.0,173.0,73.0,199238.0,62.0,67.0,72.0,77.0,82.0
834,WESTWIND,104.0,4.0,276965.0,104.0,8.0,283363.0,149.26,13.0,411596.0,138.0,18.0,383082.0,164.0,23.0,462167.0,5.0,10.0,15.0,20.0,25.0
835,WESTWOOD,88.0,12.0,110541.0,87.0,19.0,111868.0,100.561,24.0,135267.0,103.0,29.0,138145.0,139.0,34.0,187380.0,15.0,20.0,25.0,30.0,35.0
836,WHEELER CROSSING,74.0,10.0,81824.0,74.0,15.0,81824.0,86.56649999999999,20.0,96878.0,94.0,25.0,104843.5,180.5,30.0,199293.0,13.0,18.0,23.0,28.0,33.0
837,WHEELER PARK,74.0,12.0,111969.0,74.0,17.0,112998.0,93.98,22.0,141805.0,100.0,27.0,154681.0,133.5,32.0,206772.0,13.0,18.0,23.0,28.0,33.0
838,WHEELER PLACE,71.5,14.0,109356.0,71.5,19.0,109356.0,93.356,24.0,145198.5,96.5,29.0,150602.5,137.5,34.0,207475.0,15.0,20.0,25.0,30.0,35.0
839,WHITAKER PARK,129.5,47.5,205351.0,129.5,52.5,205351.0,219.6975,2.0,780099.0,229.0,6.0,796005.0,248.0,10.0,864395.0,void,void,3.0,8.0,13.0
840,WHITAKER TOWNES,73.0,18.0,66539.0,64.0,23.0,57813.0,76.221,28.0,69390.5,221.0,33.0,201258.5,261.0,38.0,237650.0,18.0,23.0,28.0,33.0,38.0
841,WHITAKER TOWNHOMES,115.0,75.0,147015.5,117.0,5.0,178111.0,169.138,10.0,257089.0,188.0,15.0,285489.0,217.0,20.0,331710.0,1.0,6.0,11.0,16.0,21.0
842,WHITE & JERNIGAN,214.0,72.0,629050.5,210.5,77.0,516395.0,void,void,void,void,void,void,void,void,void,void,void,4.0,9.0,14.0
843,WHITE OAK FOREST,161.0,51.5,369848.0,161.0,53.5,378595.5,223.39549999999997,60.0,595802.0,228.0,60.0,641806.0,261.0,39.0,780344.0,89.0,94.0,99.0,104.0,109.0
844,WHITEHURST AT TRAILWOODS,92.0,4.0,118864.0,90.5,9.0,121651.5,106.803,14.0,142915.0,97.0,19.0,132588.0,144.0,24.0,195259.0,5.0,10.0,15.0,20.0,25.0
845,WHITEWOOD,167.0,64.0,473030.0,164.0,69.0,471319.0,201.705,70.5,678511.0,224.0,75.0,630463.0,260.5,80.5,788938.0,51.0,56.0,61.0,66.0,71.0
846,WILBURN POINTE,84.5,3.0,133118.0,86.0,8.0,135262.0,105.34799999999998,13.0,168461.0,104.5,18.0,162350.5,128.0,23.0,199234.0,4.0,9.0,14.0,19.0,24.0
847,WILLIAM & ELIZABETH BARNETT JR,116.0,42.0,365718.0,118.0,41.0,429358.0,void,void,651000.0,void,void,void,void,void,void,void,0.0,5.0,10.0,15.0
848,WILLIAM H BARKLEY,62.5,37.5,109144.0,62.5,42.5,109144.0,79.926,47.5,140897.5,77.0,52.5,144251.0,104.5,57.5,186046.0,void,void,void,void,void
849,WILLIAM PRETTY JR,52.0,17.0,164253.0,52.0,22.0,164253.0,60.183,27.0,188856.0,84.5,32.0,264160.5,void,void,void,18.0,23.0,28.0,33.0,38.0
850,WILLIAMSBOROUGH,199.0,25.0,867148.0,194.0,29.0,867148.0,void,void,void,void,0.0,865000.0,191.0,53.0,777815.0,27.0,32.0,37.0,42.0,47.0
851,WILLIAMSBOROUGH SQUARE,199.5,21.5,535271.0,192.0,26.5,562910.0,215.481,31.5,656425.0,195.0,33.0,686204.0,237.0,40.0,806835.0,24.0,29.0,34.0,39.0,44.0
852,WILLIAMSBURG COURT,82.0,13.0,128522.0,83.0,18.0,128881.0,112.821,23.0,174654.0,117.0,28.0,184208.0,153.0,33.0,244728.0,14.0,19.0,24.0,29.0,34.0
853,WILLIAMSBURG COURT,82.0,13.0,128522.0,83.0,18.0,128881.0,112.821,23.0,174654.0,117.0,28.0,184208.0,153.0,33.0,244728.0,14.0,19.0,24.0,29.0,34.0
854,WILLIAMSTOWNE SQUARE,121.0,18.5,215619.0,117.0,23.5,215619.0,193.273,28.0,353187.0,208.0,33.0,364233.0,226.0,38.0,492381.0,20.0,25.0,30.0,35.0,40.0
855,WILLOW RIDGE,90.5,15.0,167624.0,90.5,20.0,167832.0,104.76899999999999,25.0,211685.0,100.0,30.0,210662.5,132.0,35.0,281493.0,15.0,20.0,25.0,30.0,35.0
856,WILLOW RUN SOUTH,97.5,22.0,266164.0,96.5,27.0,266164.0,132.0915,32.0,367402.0,137.5,37.0,386663.0,156.0,42.0,435903.5,16.0,21.0,26.0,31.0,36.0
857,WILLS GROVE AT ALYSON POND,85.0,1.0,90000.0,84.0,6.0,132268.0,103.64200000000001,11.0,180416.0,107.0,16.0,182194.0,136.0,21.0,243953.0,void,void,void,void,void
858,WILMONT,118.0,56.0,208601.0,116.0,61.0,216687.0,188.362,66.0,353258.0,187.5,71.0,401825.5,231.0,75.0,507996.0,59.0,64.0,69.0,74.0,79.0
859,WINCHESTER,81.0,4.0,163222.5,81.0,8.0,176625.0,98.2975,13.0,214749.0,92.0,18.0,200920.0,119.0,23.0,259594.0,2.0,7.0,12.0,17.0,22.0
860,WINCHESTER POINTE,101.0,15.0,179053.5,101.5,20.0,190210.0,121.39200000000001,25.0,231765.0,115.0,30.0,215674.5,132.5,35.0,261574.0,15.0,20.0,25.0,30.0,35.0
861,WINDBERRY,87.0,6.0,171844.5,91.0,11.0,173272.0,131.637,16.0,270522.0,141.0,21.0,290407.0,167.0,26.0,350852.0,13.0,18.0,23.0,28.0,33.0
862,WINDEMERE,140.0,50.0,237494.5,128.5,55.0,270911.0,216.562,61.0,539622.5,228.0,67.0,569030.0,247.5,70.5,690821.0,55.0,60.0,65.0,70.0,75.0
863,WINDSOR PARK,85.0,50.0,74023.0,85.0,55.0,74107.0,95.9255,60.0,87084.0,125.0,65.0,118606.0,230.0,70.0,216352.0,5.0,10.0,15.0,20.0,25.0
864,WINDSOR PARK,85.0,50.0,74023.0,85.0,55.0,74107.0,95.9255,60.0,87084.0,125.0,65.0,118606.0,230.0,70.0,216352.0,51.0,56.0,61.0,66.0,71.0
865,WINDSOR RIDGE,92.0,11.0,257885.0,92.0,16.0,257885.0,123.93,21.0,357261.5,135.0,26.0,389424.0,154.5,31.0,445555.0,12.0,17.0,22.0,27.0,32.0
866,WINDSOR WOODS,101.0,6.0,270781.5,101.0,11.0,273276.0,142.546,16.0,394144.0,136.0,21.0,376450.0,164.0,26.0,450400.0,8.0,13.0,18.0,23.0,28.0
867,WINDWARD DOWNS,void,void,24000.0,90.0,4.0,113071.0,104.67399999999999,9.0,128818.0,93.5,14.0,116177.5,135.0,19.0,168114.0,1.0,6.0,11.0,16.0,21.0
868,WINSLOW RIDGE AT SUNNYBROOK,90.0,49.0,113344.0,71.0,0.0,101601.0,79.9795,7.0,117332.0,78.0,12.0,114423.0,106.0,17.0,155361.0,void,3.0,8.0,13.0,18.0
869,WINSTON HILLS,91.5,2.5,120167.0,91.5,7.5,120167.0,120.51299999999999,12.5,158341.0,114.5,17.5,157150.0,158.0,22.5,218836.0,3.0,8.0,13.0,18.0,23.0
870,WINTER PARK,75.0,42.0,102152.0,76.0,47.0,103018.0,98.75200000000001,52.0,136627.0,94.0,57.0,129341.0,116.0,61.5,162454.5,45.0,50.0,55.0,60.0,65.0
871,WOMBLE,80.0,41.5,109842.0,80.0,46.5,109842.0,135.19299999999998,49.0,285994.5,124.5,54.0,272756.5,151.0,57.0,318233.0,37.0,42.0,47.0,52.0,57.0
872,WOODBURY ESTATES,91.5,20.0,165510.5,91.0,25.0,166955.5,130.6655,30.0,240598.5,156.5,35.0,293327.0,181.5,40.0,354400.0,21.0,26.0,31.0,36.0,41.0
873,WOODCREST,88.0,42.0,111685.0,87.0,47.0,111881.0,130.96200000000002,52.0,170926.0,162.0,57.0,213529.5,233.5,62.0,310357.0,41.0,46.0,51.0,56.0,61.0
874,WOODFIELD MARSHAL PARK TOWNHOMES,128.5,37.5,200480.5,142.0,42.5,216680.5,165.044,41.0,335370.0,122.0,1.0,236300.0,158.0,6.0,328711.5,void,void,void,3.0,8.0
875,WOODGLEN,87.5,22.0,132635.5,87.0,27.0,134259.0,116.51650000000001,32.0,180658.0,125.0,37.0,193028.0,165.5,42.0,255941.5,void,void,void,void,void
876,WOODGREEN,156.0,21.0,342333.0,151.0,26.0,342093.0,213.29950000000002,31.5,596531.0,220.0,36.0,586798.0,263.0,41.0,666538.0,23.0,28.0,33.0,38.0,43.0
877,WOODHAIZE,91.5,21.0,115332.5,91.5,26.0,115332.5,120.6795,31.0,151903.0,121.0,36.0,153252.0,186.0,41.0,241792.0,22.0,27.0,32.0,37.0,42.0
878,WOODLAND RIDGE,void,void,120.0,66.5,22.0,68149.0,83.756,27.0,86434.5,86.0,32.0,88696.0,146.5,37.0,150875.0,17.0,22.0,27.0,32.0,37.0
879,WOODMERE HILLS,82.0,30.0,155851.5,82.0,35.0,156890.5,121.5645,40.0,234452.0,129.0,45.0,249337.0,158.0,50.0,304256.0,31.0,36.0,41.0,46.0,51.0
880,WOODROW PARK,156.5,46.0,338554.0,151.0,51.0,357580.0,219.6845,56.0,557785.0,213.5,60.5,620148.0,250.0,66.0,739898.0,89.0,94.0,99.0,104.0,109.0
881,WOODS AT GREYSTONE VILLAGE,103.0,12.0,112631.0,103.0,17.0,112695.0,124.277,22.0,154993.5,126.0,27.0,159058.5,165.0,32.0,209879.0,13.0,18.0,23.0,28.0,33.0
882,WOODS OF NORTH RIDGE,83.0,8.0,143633.5,83.0,13.0,143321.5,107.21,18.0,187505.0,112.0,23.0,195031.0,139.0,28.0,241142.0,8.0,13.0,18.0,23.0,28.0
883,WOODS OF ST ALBANS,109.0,5.0,246967.0,108.0,10.0,250753.5,147.80200000000002,15.0,348536.5,174.0,20.0,394849.0,196.5,25.0,476722.5,6.0,11.0,16.0,21.0,26.0
884,WOODS OF WESTLAKE,99.0,3.0,233212.0,99.0,8.0,233212.0,147.249,13.0,344920.0,148.0,18.0,355569.0,163.0,23.0,392236.0,5.0,10.0,15.0,20.0,25.0
885,WOODS VIEW,242.0,21.0,475344.0,242.0,26.0,475344.0,void,void,void,void,void,void,void,void,void,void,void,void,void,void
886,WOODSTREAM,96.0,19.0,301358.0,96.0,24.0,301358.0,150.394,29.0,484782.0,151.5,34.0,508756.5,166.5,39.0,554571.5,22.0,27.0,32.0,37.0,42.0
887,WORTHDALE,70.0,38.0,88226.0,64.5,43.0,91598.5,84.319,48.0,108057.0,83.0,53.0,107945.0,113.0,58.0,144708.0,void,void,void,void,void
888,WORTHDALE FOREST,82.0,10.0,83263.0,81.5,15.0,83527.5,98.851,20.0,104031.0,99.0,25.0,105599.0,137.0,30.0,149471.0,11.0,16.0,21.0,26.0,31.0
889,WORTHDALE PARK,66.0,39.5,76809.0,64.5,43.0,74537.0,87.34700000000001,49.5,102223.5,80.0,54.5,95503.0,112.0,59.5,132778.0,42.0,47.0,52.0,57.0,62.0
890,WYCKFORD,void,void,28000.0,76.0,4.0,159957.0,93.38650000000001,9.0,196170.0,87.0,14.0,183920.0,119.0,19.0,250684.0,void,2.0,7.0,12.0,17.0
891,WYCKFORD,void,void,28000.0,76.0,4.0,159957.0,93.38650000000001,9.0,196170.0,87.0,14.0,183920.0,119.0,19.0,250684.0,2.0,7.0,12.0,17.0,22.0
892,WYCOMBE MANOR TOWNHOMES,84.0,15.0,127108.5,84.0,20.0,126963.5,98.869,25.0,149691.0,103.0,30.0,156747.5,134.5,35.0,205123.0,16.0,21.0,26.0,31.0,36.0
893,WYNDFALL,void,void,53000.0,81.0,0.0,109243.0,96.663,5.0,130689.0,93.0,10.0,126125.0,126.0,15.0,170538.0,void,0.0,5.0,10.0,15.0
894,WYNNEWOOD PARK,90.0,44.0,117808.0,91.0,49.0,120718.0,124.998,54.0,168240.0,130.0,59.0,177649.0,172.0,64.0,236049.0,46.0,51.0,56.0,61.0,66.0
895,YESTER OAKS,83.0,18.0,102620.0,83.0,23.0,104988.0,100.125,28.0,132558.0,112.0,33.0,141472.0,142.0,38.0,186868.0,17.0,22.0,27.0,32.0,37.0
896,YORKCHESTER AT SIX FORKS,103.0,3.0,290978.0,106.0,7.0,309984.0,164.239,12.0,436962.0,148.0,17.0,391729.0,159.0,22.0,439559.0,5.0,10.0,15.0,20.0,25.0
897,YORKSHIRE DOWNS,80.0,20.0,184786.0,80.0,25.0,188775.0,126.544,30.0,306736.0,117.0,35.0,279276.0,143.0,40.0,340950.0,31.0,36.0,41.0,46.0,51.0
898,ASHLEY PLACE,void,void,void,80.0,3.0,118428.0,95.771,8.0,145761.0,87.0,13.0,131264.5,126.0,18.0,189088.5,void,4.0,9.0,14.0,19.0
899,ASHWORTH ESTATES,void,void,void,95.0,1.0,275446.0,137.296,6.0,402665.0,137.0,11.0,406773.0,143.0,16.0,429311.5,void,2.0,7.0,12.0,17.0
900,AVALLON,void,void,void,140.0,1.0,74000.0,174.038,4.0,586438.5,155.0,9.0,531682.0,159.0,14.0,558275.0,void,2.0,7.0,12.0,17.0
901,BACARRA,void,void,void,void,void,36400.0,void,void,void,void,void,void,void,void,void,void,void,void,2.0,7.0
902,BLUE RIDGE RD,void,void,void,120.0,48.0,305271.0,void,void,void,void,void,void,void,void,void,void,void,void,void,void
903,BLUEBERRY DRIVE,void,void,void,104.0,55.0,77842.0,void,void,void,void,void,void,192.0,4.0,588618.0,void,void,void,void,void
904,BLUEBERRY FOREST,void,void,void,82.5,42.0,133818.0,122.98850000000002,47.0,208238.5,118.5,52.0,196173.5,169.5,57.0,276571.0,37.0,42.0,47.0,52.0,57.0
905,BRIER STREAM RUN,void,void,void,122.0,1.0,439033.0,175.248,6.0,622750.5,151.5,11.0,585449.0,164.5,16.0,642879.0,void,2.0,7.0,12.0,17.0
906,BROOK FOREST TOWNHOMES,void,void,void,83.0,1.0,98951.0,95.365,6.0,167113.0,90.0,11.0,158780.0,116.0,16.0,196279.0,void,3.0,8.0,13.0,18.0
907,CAMDEN PARK,void,void,void,81.0,1.0,111048.0,115.181,6.0,161333.0,112.0,11.0,158242.0,147.0,16.0,206965.0,void,1.0,6.0,11.0,16.0
908,CAMLEY HILLS,void,void,void,void,void,64000.0,void,void,void,void,void,void,void,void,void,void,void,void,void,void
909,CAMLEY HILLS,void,void,void,void,void,64000.0,void,void,void,void,void,void,void,void,void,43.0,48.0,53.0,58.0,63.0
910,CAPITAL PARK,void,void,void,88.0,3.0,126045.0,void,void,void,167.5,13.0,240573.0,void,void,void,void,4.0,9.0,14.0,19.0
911,CARBON HILLS,void,void,void,88.0,46.0,118277.0,132.05700000000002,51.0,168919.0,140.0,56.0,185893.0,210.0,61.0,264048.0,41.0,46.0,51.0,56.0,61.0
912,CARRIAGE HILLS,void,void,void,88.0,39.0,165424.5,124.85600000000001,43.0,249248.5,116.0,48.0,241633.5,171.0,53.0,366086.0,14.0,19.0,24.0,29.0,34.0
913,CARRIAGES AT ALLYNS LANDING,void,void,void,106.0,2.0,304847.0,147.737,6.0,436443.0,144.0,10.0,422154.5,154.5,15.0,445261.0,void,3.0,8.0,13.0,18.0
914,CEPHALONIA GARDENS,void,void,void,99.5,32.0,148939.5,116.09150000000001,37.0,224109.5,132.0,42.0,206677.5,192.0,47.0,297893.5,18.0,23.0,28.0,33.0,38.0
915,COLEWOOD ACRES,void,void,void,67.0,42.0,128107.0,84.89200000000001,47.0,162228.0,76.0,52.0,145009.0,106.0,57.0,201652.0,40.0,45.0,50.0,55.0,60.0
916,COMSTOCK LANDING,void,void,void,98.0,3.0,28000.0,130.79,4.0,239735.0,130.0,8.0,246869.0,159.0,13.0,301701.0,void,4.0,9.0,14.0,19.0
917,DANDRIDGE DOWNS,void,void,void,92.0,4.0,102971.0,104.6,9.0,117152.0,98.0,14.0,109439.0,141.0,19.0,157682.0,void,void,void,void,void
918,DURSTON,void,void,void,108.0,10.0,60000.0,174.225,4.0,696473.0,169.0,9.0,679322.0,160.0,14.0,638747.5,void,1.0,6.0,11.0,16.0
919,EDWARD MILL TOWNHOMES,void,void,void,91.0,0.0,211379.0,118.3,5.0,279944.0,120.0,10.0,283463.0,140.0,15.0,330825.0,void,1.0,6.0,11.0,16.0
920,EDWARDS MILL ROAD,void,void,void,94.0,50.0,129962.0,157.99349999999998,2.0,657578.0,161.5,6.0,653260.0,173.0,10.0,727136.0,void,void,3.0,8.0,13.0
921,ENCLAVE AT BENTLEY RIDGE,void,void,void,101.0,1.0,348324.0,140.2865,6.0,489451.0,143.0,11.0,495928.0,168.0,16.0,582519.0,0.0,5.0,10.0,15.0,20.0
922,ESSEX AT GLEN EDEN TOWNHOMES,void,void,void,78.0,46.0,106677.0,void,void,void,void,0.0,138400.0,176.0,5.0,449124.0,void,void,void,1.0,6.0
923,FALLS VILLAGE TOWNHOMES,void,void,void,void,void,32000.0,183.52,4.0,370844.0,128.5,8.0,268315.0,175.0,9.5,371217.0,void,0.0,5.0,10.0,15.0
924,FLOYD L YOUNG,void,void,void,69.5,39.5,102111.0,87.245,44.5,134437.5,106.5,49.5,166389.0,130.5,54.5,200268.5,37.0,42.0,47.0,52.0,57.0
925,FOREST TRAIL ESTATES,void,void,void,92.5,15.5,316503.5,105.189,20.5,338955.0,120.5,25.5,386205.5,129.0,30.5,416479.5,26.0,31.0,36.0,41.0,46.0
926,FOX GLEN,void,void,void,86.0,13.0,133831.0,105.6865,18.0,165108.0,109.0,23.0,168718.0,140.0,28.0,219690.0,13.0,18.0,23.0,28.0,33.0
927,FRENCH DRIVE,void,void,void,86.0,41.0,142571.0,170.34900000000002,3.0,631489.0,153.0,8.0,579646.5,180.0,13.0,696436.5,void,void,4.0,9.0,14.0
928,FRENCH DRIVE EAST,void,void,void,void,void,45000.0,void,void,void,void,void,void,193.0,3.0,703670.0,void,void,2.0,7.0,12.0
929,FRENCH DRIVE WEST,void,void,void,51.0,47.0,106499.0,void,void,void,void,void,void,198.0,1.0,752862.0,void,void,2.0,7.0,12.0
930,GLEN BARTON,void,void,void,90.0,4.0,124309.0,107.29299999999999,9.0,148708.0,103.0,14.0,143557.0,148.0,19.0,206106.0,9.0,14.0,19.0,24.0,29.0
931,GRESHAM HILLS,void,void,void,78.0,3.0,166673.0,100.777,8.0,215573.0,102.0,13.0,217900.0,125.0,18.0,266427.0,void,void,void,void,void
932,GREY,void,void,void,71.0,51.0,102987.0,88.21600000000001,56.0,128442.0,72.0,61.0,105073.0,113.0,66.0,165238.0,48.0,53.0,58.0,63.0,68.0
933,HAMMOND & HOFFER,void,void,void,94.0,10.0,391208.0,158.522,14.0,733548.0,157.5,19.0,702641.5,180.0,25.0,796800.0,6.0,11.0,16.0,21.0,26.0
934,HARBOURGATE,void,void,void,152.0,2.0,629149.0,177.24450000000002,6.0,736180.0,172.0,11.0,738356.0,189.0,16.0,801538.0,void,3.0,8.0,13.0,18.0
935,HEMSBURY,void,void,void,102.5,10.0,425021.5,143.912,15.0,573981.0,147.0,20.0,564128.0,160.0,25.0,644021.5,5.0,10.0,15.0,20.0,25.0
936,LAKE ANNE,void,void,void,void,void,900.0,void,void,void,void,void,void,178.5,2.5,513110.5,44.0,49.0,54.0,59.0,64.0
937,LAKE WOODARD TOWNHOMES,void,void,void,82.0,4.0,82272.0,103.96799999999999,9.0,104384.0,89.0,14.0,89318.0,129.0,19.0,129056.0,0.0,5.0,10.0,15.0,20.0
938,LAUREL MANOR,void,void,void,103.0,37.5,107578.0,193.34199999999998,3.0,786519.0,167.0,8.0,674143.0,188.0,13.0,764755.0,void,void,4.0,9.0,14.0
939,LAUREL WOODS TOWNHOMES,void,void,void,95.0,4.0,243339.5,144.746,9.0,369596.0,145.0,14.0,371499.0,155.0,19.0,397855.0,0.0,5.0,10.0,15.0,20.0
940,LEIGH HAMMOND,void,void,void,97.0,5.0,320668.0,151.525,9.5,685416.0,164.0,14.0,702672.0,178.5,18.5,767499.5,0.0,5.0,10.0,15.0,20.0
941,LITCHFORD FOREST,void,void,void,75.0,39.0,132421.5,109.45299999999999,44.0,191211.5,115.0,49.0,203747.5,155.0,53.5,270942.5,40.0,45.0,50.0,55.0,60.0
942,LONG LAKE,void,void,void,78.0,2.0,190550.0,115.355,7.0,285643.5,116.0,12.0,297145.5,137.0,17.0,344877.0,void,1.0,6.0,11.0,16.0
943,LONG LAKE,void,void,void,78.0,2.0,190550.0,115.355,7.0,285643.5,116.0,12.0,297145.5,137.0,17.0,344877.0,void,3.0,8.0,13.0,18.0
944,LONG LAKE COURTS,void,void,void,85.0,0.0,244747.5,123.706,5.0,383450.0,126.0,10.0,394828.0,140.5,15.0,436637.0,void,3.0,8.0,13.0,18.0
945,LONGVIEW PARK EXT #1,void,void,void,84.0,3.0,81019.0,105.9325,8.0,102307.0,136.0,13.0,139093.0,235.0,18.0,236667.0,void,3.0,8.0,13.0,18.0
946,LORENZA DUNN,void,void,void,67.0,32.0,68215.0,114.054,37.0,116905.0,107.0,42.0,109836.0,138.0,47.0,141268.0,27.0,32.0,37.0,42.0,47.0
947,MEADOWS AT FOX RUN,void,void,void,79.5,1.0,162900.0,102.53299999999999,6.0,219454.0,104.0,11.0,219181.5,127.5,16.0,272034.5,void,4.0,9.0,14.0,19.0
948,MRS JAMES W BRYAN,void,void,void,82.0,9.0,223233.0,108.985,14.0,280906.0,111.0,19.0,274087.0,139.0,24.0,343660.0,5.0,10.0,15.0,20.0,25.0
949,NOWELL RIDGE,void,void,void,91.0,4.0,184595.5,135.85399999999998,8.5,278462.0,148.0,13.0,308082.0,187.0,18.0,387317.0,0.0,5.0,10.0,15.0,20.0
950,OAK HAVEN,void,void,void,75.0,35.0,122483.5,89.2105,40.0,144931.0,83.0,45.0,135744.5,113.5,50.0,184557.0,30.0,35.0,40.0,45.0,50.0
951,OAK WINDS,void,void,void,115.0,1.0,337384.0,146.0115,6.0,452771.5,122.0,11.0,387363.0,155.0,16.0,472225.0,void,2.0,7.0,12.0,17.0
952,OAKMONT,void,void,void,84.0,28.0,125985.0,107.952,33.0,171437.0,100.0,38.0,155365.0,136.0,43.0,212604.0,26.0,31.0,36.0,41.0,46.0
953,OLD STONE CROSSING,void,void,void,142.5,1.0,90000.0,170.696,4.0,633602.0,160.0,9.0,600219.0,172.0,14.0,644879.0,void,1.0,6.0,11.0,16.0
954,PINEBROOK HILLS,void,void,void,void,void,180000.0,void,void,void,void,void,void,161.0,3.0,702193.0,void,void,void,void,void
955,PLANA TERRA HEIGHTS,void,void,void,79.0,40.0,134270.5,103.1515,45.0,177965.0,90.0,50.0,160429.0,108.5,55.0,194542.5,36.0,41.0,46.0,51.0,56.0
956,RICHMOND HILL,void,void,void,146.5,4.0,577223.5,202.86700000000002,9.0,808743.0,151.0,13.0,618145.0,167.0,18.5,696277.0,0.0,5.0,10.0,15.0,20.0
957,SKYCREST DRIVE,void,void,void,27.0,void,57927.0,void,47.0,54589.0,void,void,void,124.0,1.0,163895.0,void,void,void,void,void
958,SPRINGSTONE,void,void,void,116.5,1.0,340393.0,152.034,6.0,452737.0,131.0,11.0,403101.0,162.0,16.0,502877.0,void,3.0,8.0,13.0,18.0
959,STONERIDGE,void,void,void,void,void,6500.0,void,void,void,void,void,void,void,void,void,20.0,25.0,30.0,35.0,40.0
960,SYLVIA DEAN ACRES,void,void,void,72.0,24.0,108701.0,111.572,29.0,163164.0,117.0,34.0,165187.0,void,void,void,20.0,25.0,30.0,35.0,40.0
961,TEH 10 AT SOUTH PERSON,void,void,void,26.0,95.0,45000.0,void,void,void,152.0,0.0,222470.0,void,void,void,void,void,void,1.0,6.0
962,THE LAKES AT UMSTEAD,void,void,void,void,void,471100.0,void,void,void,199.0,3.5,772435.5,229.0,8.0,871912.0,void,void,4.0,9.0,14.0
963,THE MEADOWS AT LONG LAKE,void,void,void,90.0,0.0,46000.0,112.715,5.0,198962.0,119.5,10.0,220176.0,148.5,15.0,278852.0,void,0.0,5.0,10.0,15.0
964,THE OAKS AT WESTLAKE,void,void,void,112.0,1.0,360797.0,157.2265,5.5,508723.5,148.0,10.5,476023.5,161.0,16.0,522333.0,void,1.0,6.0,11.0,16.0
965,THE OAKS AT WESTLAKE II,void,void,void,void,void,46000.0,154.01100000000002,4.0,520076.0,144.0,9.0,508754.0,161.0,14.0,567425.0,void,0.0,5.0,10.0,15.0
966,THE VIEWS AT LONG LAKE,void,void,void,void,void,25000.0,113.419,5.0,157839.0,112.0,10.0,156473.5,141.5,15.0,197576.5,void,0.0,5.0,10.0,15.0
